Timestamp,Frame,Mode,Count,Alert,Reason
10:18:23,1,YOLO,8,False,Sparse crowd
10:18:23,2,YOLO,19,False,Sparse crowd
10:18:23,3,YOLO,18,False,Sparse crowd
10:18:23,4,YOLO,26,False,Sparse crowd
10:18:23,5,YOLO,19,False,Sparse crowd
